Date,Station,ZipCodes,DayAirTmpAvg (F),DayAirTmpMax (F),DayAirTmpMin (F),DayDewPnt (F),DayPrecip (in),DayRelHumAvg (%),DayRelHumMax (%),DayRelHumMin (%),DaySolRadAvg (Ly/day),DayVapPresAvg (mBars),DayWindRun (MPH),DayWindSpdAvg (MPH)
2013-01-01,6,"95618, 95617, 95616",39.1,51.5,30.2,30.7,0.0,72.0,89.0,46.0,247.0,5.8,134.4,5.6
2013-01-02,6,"95618, 95617, 95616",38.6,55.1,28.5,30.9,0.0,73.0,91.0,46.0,258.0,5.8,56.3,2.3
2013-01-03,6,"95618, 95617, 95616",38.1,51.9,27.8,32.0,0.0,78.0,91.0,53.0,239.0,6.1,65.6,2.7
2013-01-04,6,"95618, 95617, 95616",39.8,54.5,29.8,32.2,0.0,74.0,93.0,44.0,251.0,6.2,60.7,2.5
2013-01-05,6,"95618, 95617, 95616",39.7,47.2,31.0,36.7,0.39,89.0,94.0,78.0,101.0,7.4,97.4,4.1
2013-01-06,6,"95618, 95617, 95616",43.4,54.8,34.7,40.5,0.17,89.0,96.0,66.0,104.0,8.5,117.1,4.9
2013-01-07,6,"95618, 95617, 95616",42.1,51.5,32.7,38.2,0.0,86.0,97.0,71.0,190.0,7.8,72.5,3.0
2013-01-08,6,"95618, 95617, 95616",42.3,56.8,32.3,39.0,0.0,88.0,97.0,66.0,248.0,8.1,53.0,2.2
2013-01-09,6,"95618, 95617, 95616",42.7,51.4,35.5,38.4,0.0,85.0,97.0,56.0,96.0,7.9,110.9,4.6
2013-01-10,6,"95618, 95617, 95616",38.6,49.6,29.6,29.8,0.0,70.0,90.0,49.0,266.0,5.6,81.0,3.4
2013-01-11,6,"95618, 95617, 95616",37.2,49.7,27.1,29.9,0.0,75.0,91.0,47.0,208.0,5.6,77.8,3.2
2013-01-12,6,"95618, 95617, 95616",37.9,46.9,30.0,25.3,0.0,60.0,80.0,36.0,279.0,4.6,159.5,6.6
2013-01-13,6,"95618, 95617, 95616",35.9,44.8,25.4,20.5,0.0,53.0,81.0,39.0,255.0,3.8,192.9,8.0
2013-01-14,6,"95618, 95617, 95616",39.0,49.0,30.3,19.1,0.0,44.0,70.0,28.0,276.0,3.6,240.8,10.0
2013-01-15,6,"95618, 95617, 95616",36.4,51.4,25.2,27.0,0.0,68.0,90.0,42.0,263.0,5.0,51.6,2.2
2013-01-16,6,"95618, 95617, 95616",38.7,57.9,25.9,29.8,0.0,70.0,91.0,40.0,281.0,5.6,49.4,2.1
2013-01-17,6,"95618, 95617, 95616",39.6,59.4,26.1,30.8,0.0,71.0,93.0,36.0,287.0,5.8,49.9,2.1
2013-01-18,6,"95618, 95617, 95616",42.0,60.5,30.3,30.6,0.0,64.0,90.0,32.0,292.0,5.8,100.3,4.2
2013-01-19,6,"95618, 95617, 95616",41.4,61.7,26.6,28.5,0.0,60.0,87.0,26.0,295.0,5.3,92.5,3.9
2013-01-20,6,"95618, 95617, 95616",43.0,63.2,27.9,27.7,0.0,54.0,83.0,26.0,302.0,5.1,95.5,4.0
2013-01-21,6,"95618, 95617, 95616",42.7,60.9,29.1,32.3,0.0,66.0,84.0,39.0,298.0,6.2,67.8,2.8
2013-01-22,6,"95618, 95617, 95616",50.5,60.5,42.2,35.8,0.0,57.0,87.0,40.0,403.0,7.1,78.2,3.3
2013-01-23,6,"95618, 95617, 95616",46.2,52.4,41.4,40.8,0.19,81.0,94.0,65.0,65.0,8.7,110.1,4.6
2013-01-24,6,"95618, 95617, 95616",51.1,56.1,46.0,47.9,0.01,89.0,95.0,82.0,99.0,11.4,180.9,7.5
2013-01-25,6,"95618, 95617, 95616",54.8,65.5,46.9,50.7,0.0,86.0,97.0,65.0,254.0,12.6,59.6,2.5
2013-01-26,6,"95618, 95617, 95616",50.8,61.8,42.1,42.5,0.0,73.0,98.0,41.0,307.0,9.3,135.3,5.6
2013-01-27,6,"95618, 95617, 95616",43.6,54.1,33.4,32.6,0.0,65.0,91.0,41.0,317.0,6.3,114.1,4.8
2013-01-28,6,"95618, 95617, 95616",44.3,57.8,32.5,33.3,0.0,65.0,87.0,45.0,301.0,6.4,102.1,4.3
2013-01-29,6,"95618, 95617, 95616",45.3,59.5,33.7,35.8,0.0,69.0,91.0,44.0,273.0,7.1,100.3,4.2
2013-01-30,6,"95618, 95617, 95616",48.9,62.5,35.7,38.5,0.0,67.0,88.0,44.0,324.0,7.9,92.4,3.9
2013-01-31,6,"95618, 95617, 95616",46.8,64.2,32.8,39.8,0.0,76.0,96.0,51.0,318.0,8.3,54.8,2.3
2013-02-01,6,"95618, 95617, 95616",48.5,63.2,37.1,39.2,0.0,70.0,88.0,49.0,329.0,8.1,95.2,4.0
2013-02-02,6,"95618, 95617, 95616",48.7,64.5,38.3,40.0,0.0,72.0,92.0,45.0,236.0,8.4,75.3,3.1
2013-02-03,6,"95618, 95617, 95616",46.7,64.7,33.9,40.2,0.0,78.0,97.0,45.0,331.0,8.5,65.4,2.7
2013-02-04,6,"95618, 95617, 95616",46.6,62.8,33.8,41.7,0.0,83.0,97.0,57.0,313.0,9.0,58.6,2.4
2013-02-05,6,"95618, 95617, 95616",44.3,58.8,33.7,39.8,0.0,84.0,97.0,59.0,268.0,8.3,67.0,2.8
2013-02-06,6,"95618, 95617, 95616",45.9,59.5,33.7,39.2,0.01,77.0,97.0,48.0,312.0,8.1,111.5,4.6
2013-02-07,6,"95618, 95617, 95616",45.6,56.6,37.7,37.3,0.03,72.0,92.0,43.0,244.0,7.5,155.1,6.5
2013-02-08,6,"95618, 95617, 95616",45.1,55.7,32.9,31.8,0.0,59.0,90.0,35.0,354.0,6.1,241.3,10.1
2013-02-09,6,"95618, 95617, 95616",46.5,57.4,35.9,26.6,0.0,46.0,67.0,29.0,365.0,4.9,210.7,8.8
2013-02-10,6,"95618, 95617, 95616",44.0,60.8,27.8,30.5,0.0,59.0,90.0,35.0,361.0,5.8,153.5,6.4
2013-02-11,6,"95618, 95617, 95616",48.2,63.2,35.4,29.5,0.0,48.0,70.0,25.0,371.0,5.5,136.8,5.7
2013-02-12,6,"95618, 95617, 95616",45.2,62.1,30.3,34.0,0.0,64.0,86.0,37.0,353.0,6.6,65.4,2.7
2013-02-13,6,"95618, 95617, 95616",46.9,65.1,32.1,36.0,0.0,66.0,92.0,34.0,367.0,7.2,69.3,2.9
2013-02-14,6,"95618, 95617, 95616",53.2,70.7,35.5,39.2,0.0,59.0,93.0,36.0,375.0,8.1,159.3,6.6
2013-02-15,6,"95618, 95617, 95616",52.0,69.3,35.7,38.4,0.0,60.0,93.0,32.0,380.0,7.9,63.4,2.6
2013-02-16,6,"95618, 95617, 95616",51.3,67.6,37.0,39.0,0.0,63.0,85.0,37.0,319.0,8.1,101.4,4.2
2013-02-17,6,"95618, 95617, 95616",49.1,66.2,35.6,33.7,0.0,55.0,92.0,26.0,393.0,6.5,143.0,6.0
2013-02-18,6,"95618, 95617, 95616",45.4,56.0,33.3,36.9,0.0,72.0,94.0,54.0,330.0,7.4,201.6,8.4
2013-02-19,6,"95618, 95617, 95616",42.4,50.2,34.8,35.6,0.12,77.0,89.0,54.0,148.0,7.1,167.3,7.0
2013-02-20,6,"95618, 95617, 95616",45.7,59.8,30.0,29.6,0.0,53.0,92.0,29.0,403.0,5.6,226.1,9.4
2013-02-21,6,"95618, 95617, 95616",45.5,61.5,31.1,30.1,0.0,54.0,92.0,26.0,412.0,5.7,164.2,6.8
2013-02-22,6,"95618, 95617, 95616",54.4,63.8,38.5,37.8,0.0,53.0,80.0,37.0,578.0,7.7,167.8,7.0
2013-02-23,6,"95618, 95617, 95616",50.5,59.4,42.9,29.6,0.0,44.0,77.0,24.0,412.0,5.6,279.2,11.6
2013-02-24,6,"95618, 95617, 95616",50.4,64.1,39.8,23.4,0.0,34.0,62.0,20.0,425.0,4.3,294.8,12.3
2013-02-25,6,"95618, 95617, 95616",47.9,62.1,34.9,33.5,0.0,57.0,81.0,35.0,425.0,6.5,142.0,5.9
2013-02-26,6,"95618, 95617, 95616",52.1,67.4,35.9,24.3,0.0,34.0,65.0,18.0,430.0,4.5,309.8,12.9
2013-02-27,6,"95618, 95617, 95616",49.6,67.5,30.5,31.2,0.0,49.0,75.0,29.0,422.0,5.9,61.2,2.6
2013-02-28,6,"95618, 95617, 95616",54.8,70.9,39.0,39.6,0.0,56.0,85.0,34.0,417.0,8.3,70.1,2.9
2013-03-01,6,"95618, 95617, 95616",55.7,73.8,37.9,41.9,0.0,60.0,88.0,34.0,441.0,9.0,84.6,3.5
2013-03-02,6,"95618, 95617, 95616",56.9,69.5,43.1,45.9,0.0,67.0,84.0,47.0,303.0,10.5,78.2,3.3
2013-03-03,6,"95618, 95617, 95616",57.5,66.2,46.9,47.4,0.0,69.0,82.0,55.0,279.0,11.1,147.5,6.1
2013-03-04,6,"95618, 95617, 95616",50.7,65.3,37.3,43.0,0.0,75.0,95.0,54.0,441.0,9.4,103.8,4.3
2013-03-05,6,"95618, 95617, 95616",49.5,59.1,38.4,37.9,0.08,64.0,81.0,49.0,433.0,7.7,240.5,10.0
2013-03-06,6,"95618, 95617, 95616",48.9,56.0,37.4,40.2,0.09,72.0,86.0,56.0,264.0,8.5,213.3,8.9
2013-03-07,6,"95618, 95617, 95616",45.6,58.4,33.5,35.7,0.0,68.0,93.0,45.0,409.0,7.1,106.2,4.4
2013-03-08,6,"95618, 95617, 95616",50.7,67.2,37.7,34.8,0.0,54.0,85.0,26.0,403.0,6.8,175.1,7.3
2013-03-09,6,"95618, 95617, 95616",51.9,70.3,34.9,32.9,0.0,48.0,94.0,19.0,495.0,6.3,189.1,7.9
2013-03-10,6,"95618, 95617, 95616",52.8,69.4,34.8,34.8,0.0,50.0,80.0,24.0,479.0,6.8,106.2,4.4
2013-03-11,6,"95618, 95617, 95616",54.1,73.3,36.7,40.2,0.0,59.0,85.0,32.0,469.0,8.5,75.5,3.1
2013-03-12,6,"95618, 95617, 95616",57.2,76.6,37.2,44.5,0.0,62.0,92.0,35.0,483.0,10.0,72.3,3.0
2013-03-13,6,"95618, 95617, 95616",60.0,77.6,43.7,47.4,0.0,63.0,93.0,36.0,462.0,11.1,87.0,3.6
2013-03-14,6,"95618, 95617, 95616",60.4,77.3,46.1,49.4,0.0,67.0,89.0,44.0,387.0,12.0,77.7,3.2
2013-03-15,6,"95618, 95617, 95616",59.8,77.5,44.7,45.7,0.0,60.0,87.0,29.0,391.0,10.5,93.2,3.9
2013-03-16,6,"95618, 95617, 95616",60.9,78.2,41.4,41.3,0.0,48.0,88.0,24.0,515.0,8.8,120.6,5.0
2013-03-17,6,"95618, 95617, 95616",57.2,71.7,41.0,35.0,0.0,43.0,76.0,20.0,497.0,6.9,128.4,5.3
2013-03-18,6,"95618, 95617, 95616",55.6,68.9,39.5,39.9,0.0,55.0,84.0,32.0,358.0,8.4,90.2,3.8
2013-03-19,6,"95618, 95617, 95616",55.4,68.0,42.7,44.3,0.12,66.0,90.0,44.0,266.0,9.9,99.3,4.1
2013-03-20,6,"95618, 95617, 95616",53.9,61.7,47.3,50.0,0.16,87.0,94.0,76.0,250.0,12.3,166.0,6.9
2013-03-21,6,"95618, 95617, 95616",53.8,66.9,41.8,34.9,0.0,48.0,92.0,19.0,546.0,6.9,229.8,9.6
2013-03-22,6,"95618, 95617, 95616",55.8,65.4,45.9,21.5,0.0,26.0,39.0,16.0,549.0,4.0,430.6,17.9
2013-03-23,6,"95618, 95617, 95616",56.3,72.6,46.0,26.7,0.0,32.0,73.0,16.0,542.0,4.9,241.2,10.1
2013-03-24,6,"95618, 95617, 95616",55.3,72.7,36.7,38.3,0.0,52.0,84.0,26.0,544.0,7.8,89.7,3.7
2013-03-25,6,"95618, 95617, 95616",53.8,67.9,40.4,41.7,0.0,63.0,92.0,39.0,478.0,9.0,148.7,6.2
2013-03-26,6,"95618, 95617, 95616",55.8,71.4,41.8,42.8,0.0,61.0,88.0,38.0,552.0,9.4,124.6,5.2
2013-03-27,6,"95618, 95617, 95616",56.9,68.7,47.6,46.7,0.0,69.0,86.0,52.0,538.0,10.9,159.8,6.7
2013-03-28,6,"95618, 95617, 95616",60.9,69.1,50.9,49.2,0.0,65.0,88.0,49.0,607.0,11.9,122.4,5.1
2013-03-29,6,"95618, 95617, 95616",61.7,77.6,49.6,47.3,0.0,59.0,87.0,36.0,536.0,11.1,155.9,6.5
2013-03-30,6,"95618, 95617, 95616",61.1,75.1,49.0,47.9,0.11,62.0,88.0,43.0,390.0,11.4,121.2,5.0
2013-03-31,6,"95618, 95617, 95616",57.4,67.5,52.6,52.0,0.45,82.0,95.0,55.0,393.0,13.2,126.2,5.3
2013-04-01,6,"95618, 95617, 95616",58.1,67.7,50.0,51.1,0.0,77.0,97.0,53.0,434.0,12.8,78.9,3.3
2013-04-02,6,"95618, 95617, 95616",58.6,72.7,45.1,50.6,0.0,75.0,96.0,51.0,529.0,12.6,102.3,4.3
2013-04-03,6,"95618, 95617, 95616",60.1,74.4,46.6,49.6,0.0,68.0,95.0,42.0,522.0,12.1,81.0,3.4
2013-04-04,6,"95618, 95617, 95616",56.4,64.8,51.0,51.6,0.57,84.0,95.0,62.0,240.0,13.0,191.8,8.0
2013-04-05,6,"95618, 95617, 95616",58.2,68.2,50.0,49.6,0.0,73.0,91.0,54.0,496.0,12.1,138.7,5.8
2013-04-06,6,"95618, 95617, 95616",58.7,68.9,52.4,50.2,0.0,73.0,85.0,57.0,426.0,12.4,160.6,6.7
2013-04-07,6,"95618, 95617, 95616",56.8,66.7,49.2,47.2,0.0,70.0,91.0,55.0,450.0,11.1,214.3,8.9
2013-04-08,6,"95618, 95617, 95616",62.4,68.4,54.3,28.8,0.0,28.0,78.0,19.0,706.0,5.4,402.1,16.8
2013-04-09,6,"95618, 95617, 95616",62.4,75.7,51.0,33.2,0.0,33.0,47.0,19.0,617.0,6.4,376.4,15.7
2013-04-10,6,"95618, 95617, 95616",71.4,87.2,55.8,46.0,0.0,40.0,51.0,27.0,599.0,10.6,184.6,7.7
2013-04-11,6,"95618, 95617, 95616",65.5,78.7,49.8,37.9,0.0,36.0,66.0,17.0,605.0,7.7,232.0,9.7
2013-04-12,6,"95618, 95617, 95616",63.2,82.4,44.1,43.1,0.0,48.0,84.0,22.0,612.0,9.5,122.6,5.1
2013-04-13,6,"95618, 95617, 95616",60.1,78.2,44.9,46.9,0.0,62.0,91.0,34.0,563.0,10.9,93.3,3.9
2013-04-14,6,"95618, 95617, 95616",59.9,75.3,45.3,39.1,0.0,46.0,83.0,21.0,626.0,8.1,188.7,7.9
2013-04-15,6,"95618, 95617, 95616",54.4,66.3,44.0,38.9,0.0,56.0,89.0,32.0,469.0,8.0,160.0,6.7
2013-04-16,6,"95618, 95617, 95616",57.4,68.1,48.6,25.3,0.0,29.0,44.0,18.0,648.0,4.6,383.6,16.0
2013-04-17,6,"95618, 95617, 95616",58.3,70.3,47.3,27.1,0.0,30.0,49.0,17.0,651.0,5.0,314.9,13.1
2013-04-18,6,"95618, 95617, 95616",63.2,77.5,49.8,33.4,0.0,33.0,63.0,18.0,638.0,6.5,183.5,7.6
2013-04-19,6,"95618, 95617, 95616",64.5,82.8,43.4,45.2,0.0,49.0,84.0,29.0,627.0,10.2,81.4,3.4
2013-04-20,6,"95618, 95617, 95616",68.8,84.5,53.5,36.1,0.0,30.0,67.0,12.0,655.0,7.2,236.4,9.9
2013-04-21,6,"95618, 95617, 95616",69.2,88.4,50.3,40.2,0.0,35.0,72.0,13.0,648.0,8.5,169.5,7.1
2013-04-22,6,"95618, 95617, 95616",75.2,88.6,61.1,35.3,0.0,23.0,48.0,10.0,654.0,7.0,334.1,13.9
2013-04-23,6,"95618, 95617, 95616",70.0,84.2,52.2,27.8,0.0,21.0,62.0,10.0,682.0,5.2,332.3,13.8
2013-04-24,6,"95618, 95617, 95616",67.1,88.0,44.7,38.3,0.0,35.0,85.0,12.0,660.0,7.9,217.7,9.1
2013-04-25,6,"95618, 95617, 95616",61.1,77.6,46.8,47.2,0.0,60.0,87.0,38.0,656.0,11.1,148.6,6.2
2013-04-26,6,"95618, 95617, 95616",61.9,81.8,44.4,48.6,0.0,62.0,93.0,37.0,647.0,11.7,105.8,4.4
2013-04-27,6,"95618, 95617, 95616",65.5,86.1,48.4,51.0,0.0,59.0,88.0,34.0,652.0,12.8,92.6,3.9
2013-04-28,6,"95618, 95617, 95616",70.5,90.6,50.1,48.7,0.0,46.0,90.0,16.0,629.0,11.7,108.6,4.5
2013-04-29,6,"95618, 95617, 95616",78.8,92.0,65.6,43.8,0.0,29.0,42.0,18.0,649.0,9.7,232.4,9.7
2013-04-30,6,"95618, 95617, 95616",74.3,83.9,66.0,26.5,0.0,17.0,33.0,9.0,671.0,4.9,481.1,20.0
2013-05-01,6,"95618, 95617, 95616",73.7,87.9,61.3,23.5,0.0,15.0,19.0,11.0,693.0,4.3,439.7,18.3
2013-05-02,6,"95618, 95617, 95616",78.3,91.3,60.8,36.2,0.0,22.0,40.0,10.0,375.0,7.2,86.7,3.6
2013-05-03,6,"95618, 95617, 95616",72.9,92.5,51.3,42.3,0.0,33.0,67.0,12.0,670.0,9.2,132.0,5.5
2013-05-04,6,"95618, 95617, 95616",75.6,89.7,58.9,38.0,0.0,26.0,64.0,12.0,696.0,7.8,296.0,12.3
2013-05-05,6,"95618, 95617, 95616",62.5,72.1,52.3,47.1,0.0,57.0,76.0,41.0,441.0,11.0,144.7,6.0
2013-05-06,6,"95618, 95617, 95616",62.3,73.4,56.3,51.7,0.0,68.0,91.0,48.0,448.0,13.1,152.0,6.3
2013-05-07,6,"95618, 95617, 95616",64.3,72.3,57.4,52.8,0.0,66.0,81.0,50.0,425.0,13.6,111.1,4.6
2013-05-08,6,"95618, 95617, 95616",62.8,75.8,55.0,51.8,0.0,67.0,86.0,44.0,618.0,13.1,168.2,7.0
2013-05-09,6,"95618, 95617, 95616",64.3,80.8,51.6,52.8,0.0,66.0,91.0,45.0,673.0,13.6,138.3,5.8
2013-05-10,6,"95618, 95617, 95616",66.3,86.8,50.7,54.4,0.0,66.0,92.0,43.0,673.0,14.4,117.3,4.9
2013-05-11,6,"95618, 95617, 95616",71.8,91.9,52.8,56.5,0.0,58.0,92.0,35.0,645.0,15.6,90.1,3.8
2013-05-12,6,"95618, 95617, 95616",72.1,93.2,53.3,51.1,0.0,48.0,88.0,22.0,699.0,12.8,136.4,5.7
2013-05-13,6,"95618, 95617, 95616",71.0,89.0,52.9,53.6,0.0,54.0,86.0,27.0,707.0,14.0,113.1,4.7
2013-05-14,6,"95618, 95617, 95616",71.1,86.6,55.4,51.9,0.0,51.0,86.0,32.0,691.0,13.2,165.1,6.9
2013-05-15,6,"95618, 95617, 95616",65.4,81.0,52.1,47.9,0.0,53.0,73.0,35.0,629.0,11.3,164.7,6.9
2013-05-16,6,"95618, 95617, 95616",65.5,78.6,53.5,48.5,0.0,54.0,76.0,32.0,592.0,11.6,183.4,7.6
2013-05-17,6,"95618, 95617, 95616",61.7,76.2,48.4,45.7,0.0,56.0,88.0,32.0,711.0,10.4,140.0,5.8
2013-05-18,6,"95618, 95617, 95616",64.6,81.5,46.5,47.4,0.0,54.0,94.0,30.0,710.0,11.2,106.2,4.4
2013-05-19,6,"95618, 95617, 95616",72.7,86.0,55.9,38.1,0.0,28.0,63.0,11.0,736.0,7.8,268.5,11.2
2013-05-20,6,"95618, 95617, 95616",75.9,89.6,58.5,39.1,0.0,27.0,62.0,13.0,736.0,8.1,235.5,9.8
2013-05-21,6,"95618, 95617, 95616",68.5,82.0,54.8,40.5,0.0,36.0,75.0,11.0,730.0,8.6,187.8,7.8
2013-05-22,6,"95618, 95617, 95616",60.5,73.4,47.3,28.1,0.0,29.0,62.0,10.0,756.0,5.2,235.5,9.8
2013-05-23,6,"95618, 95617, 95616",60.4,75.1,44.3,39.7,0.0,46.0,79.0,19.0,735.0,8.3,115.1,4.8
2013-05-24,6,"95618, 95617, 95616",62.3,77.8,46.3,41.5,0.0,46.0,84.0,15.0,737.0,8.9,149.0,6.2
2013-05-25,6,"95618, 95617, 95616",61.7,77.6,48.8,46.6,0.0,58.0,80.0,36.0,699.0,10.8,157.5,6.6
2013-05-26,6,"95618, 95617, 95616",65.0,79.7,50.9,47.4,0.0,53.0,81.0,32.0,722.0,11.1,132.2,5.5
2013-05-27,6,"95618, 95617, 95616",60.0,68.1,50.3,51.1,0.0,72.0,92.0,50.0,298.0,12.8,148.6,6.2
2013-05-28,6,"95618, 95617, 95616",67.2,79.1,57.1,53.2,0.0,61.0,92.0,36.0,642.0,13.8,126.8,5.3
2013-05-29,6,"95618, 95617, 95616",69.8,81.2,57.4,50.8,0.0,51.0,69.0,31.0,693.0,12.7,158.8,6.6
2013-05-30,6,"95618, 95617, 95616",67.7,84.3,49.4,46.6,0.0,47.0,87.0,24.0,739.0,10.8,125.7,5.2
2013-05-31,6,"95618, 95617, 95616",75.2,93.1,53.9,41.8,0.0,30.0,80.0,11.0,755.0,9.0,209.9,8.7
2013-06-01,6,"95618, 95617, 95616",78.1,96.1,56.2,48.2,0.0,35.0,72.0,16.0,691.0,11.5,152.2,6.3
2013-06-02,6,"95618, 95617, 95616",76.4,94.0,58.5,51.9,0.0,42.0,81.0,23.0,732.0,13.2,129.6,5.4
2013-06-03,6,"95618, 95617, 95616",73.0,91.2,57.5,53.5,0.0,50.0,78.0,29.0,733.0,14.0,136.5,5.7
2013-06-04,6,"95618, 95617, 95616",69.2,86.3,56.6,53.0,0.0,56.0,79.0,38.0,720.0,13.7,162.8,6.8
2013-06-05,6,"95618, 95617, 95616",67.5,83.7,55.0,54.2,0.0,62.0,85.0,44.0,717.0,14.3,146.2,6.1
2013-06-08,6,"95618, 95617, 95616",85.1,105.9,64.5,58.6,0.0,41.0,89.0,21.0,729.0,16.8,202.0,8.4
2013-06-09,6,"95618, 95617, 95616",72.4,83.6,60.5,54.5,0.0,53.0,74.0,43.0,686.0,14.5,216.5,9.0
2013-06-10,6,"95618, 95617, 95616",63.8,70.1,56.5,53.1,0.0,68.0,80.0,57.0,541.0,13.8,185.0,7.7
2013-06-11,6,"95618, 95617, 95616",68.1,83.4,54.1,52.8,0.0,58.0,87.0,27.0,733.0,13.6,110.2,4.6
2013-06-12,6,"95618, 95617, 95616",69.6,86.0,52.8,51.1,0.0,52.0,86.0,28.0,746.0,12.8,137.2,5.7
2013-06-13,6,"95618, 95617, 95616",69.5,85.4,49.6,44.9,0.0,41.0,82.0,21.0,759.0,10.2,133.6,5.6
2013-06-14,6,"95618, 95617, 95616",74.9,87.6,58.6,40.6,0.0,29.0,61.0,17.0,710.0,8.6,244.0,10.2
2013-06-15,6,"95618, 95617, 95616",68.6,86.6,52.3,50.5,0.0,52.0,84.0,30.0,751.0,12.5,134.0,5.6
2013-06-16,6,"95618, 95617, 95616",71.0,91.4,51.4,50.7,0.0,49.0,82.0,25.0,745.0,12.6,110.9,4.6
2013-06-17,6,"95618, 95617, 95616",70.1,88.1,54.5,50.9,0.0,51.0,76.0,24.0,746.0,12.7,190.9,8.0
2013-06-18,6,"95618, 95617, 95616",66.4,80.0,54.3,48.7,0.0,53.0,83.0,25.0,748.0,11.7,168.6,7.0
2013-06-19,6,"95618, 95617, 95616",65.0,78.9,47.1,45.0,0.0,48.0,83.0,29.0,749.0,10.2,112.6,4.7
2013-06-20,6,"95618, 95617, 95616",68.1,83.4,51.0,47.4,0.0,47.0,83.0,30.0,741.0,11.1,138.4,5.8
2013-06-21,6,"95618, 95617, 95616",72.0,88.1,52.7,45.9,0.0,39.0,85.0,10.0,755.0,10.5,135.8,5.7
2013-06-22,6,"95618, 95617, 95616",75.2,91.1,54.3,48.0,0.0,38.0,75.0,21.0,742.0,11.4,164.3,6.8
2013-06-23,6,"95618, 95617, 95616",66.5,77.7,57.9,56.4,0.0,70.0,85.0,49.0,358.0,15.5,201.3,8.4
2013-06-24,6,"95618, 95617, 95616",62.7,68.7,59.4,57.4,0.0,83.0,89.0,67.0,245.0,16.1,171.0,7.1
2013-06-25,6,"95618, 95617, 95616",66.7,74.3,60.4,62.6,0.0,87.0,98.0,72.0,332.0,19.4,179.0,7.5
2013-06-26,6,"95618, 95617, 95616",73.6,86.6,60.5,61.5,0.0,66.0,96.0,44.0,728.0,18.7,128.2,5.3
2013-06-27,6,"95618, 95617, 95616",77.2,95.8,59.4,60.6,0.0,57.0,94.0,32.0,732.0,18.1,82.4,3.4
2013-06-28,6,"95618, 95617, 95616",83.1,100.4,62.7,62.3,0.0,50.0,91.0,30.0,723.0,19.2,112.1,4.7
2013-06-29,6,"95618, 95617, 95616",84.9,104.7,65.5,60.2,0.0,44.0,76.0,22.0,734.0,17.8,116.2,4.8
2013-06-30,6,"95618, 95617, 95616",83.6,101.8,65.8,60.5,0.0,46.0,75.0,26.0,731.0,18.0,104.3,4.3
2013-07-01,6,"95618, 95617, 95616",82.3,101.3,62.2,61.5,0.0,50.0,81.0,27.0,689.0,18.7,99.3,4.1
2013-07-02,6,"95618, 95617, 95616",82.8,98.7,69.8,62.2,0.0,50.0,74.0,35.0,649.0,19.1,173.7,7.2
2013-07-03,6,"95618, 95617, 95616",83.0,101.6,67.1,63.9,0.0,53.0,77.0,33.0,681.0,20.3,101.0,4.2
2013-07-04,6,"95618, 95617, 95616",86.5,105.6,68.6,62.3,0.0,45.0,84.0,22.0,664.0,19.2,139.1,5.8
2013-07-05,6,"95618, 95617, 95616",71.7,84.3,59.5,53.9,0.0,54.0,77.0,39.0,733.0,14.2,203.1,8.5
2013-07-06,6,"95618, 95617, 95616",69.7,85.5,56.9,55.4,0.0,61.0,85.0,39.0,732.0,15.0,142.5,5.9
2013-07-07,6,"95618, 95617, 95616",71.6,91.5,53.6,52.7,0.0,51.0,90.0,12.0,744.0,13.6,112.8,4.7
2013-07-08,6,"95618, 95617, 95616",72.6,92.2,53.5,49.6,0.0,44.0,85.0,13.0,751.0,12.1,110.8,4.6
2013-07-09,6,"95618, 95617, 95616",77.8,97.6,54.8,52.0,0.0,41.0,84.0,16.0,738.0,13.2,87.5,3.6
2013-07-10,6,"95618, 95617, 95616",74.8,95.6,57.9,53.0,0.0,47.0,78.0,18.0,740.0,13.7,143.3,6.0
2013-07-11,6,"95618, 95617, 95616",67.6,85.8,51.9,52.3,0.0,58.0,89.0,32.0,743.0,13.4,159.8,6.7
2013-07-12,6,"95618, 95617, 95616",68.3,86.6,53.5,54.9,0.0,62.0,93.0,34.0,733.0,14.7,131.4,5.5
2013-07-13,6,"95618, 95617, 95616",71.8,91.9,53.4,52.7,0.0,51.0,90.0,17.0,741.0,13.6,111.2,4.6
2013-07-14,6,"95618, 95617, 95616",71.2,91.7,52.5,53.6,0.0,54.0,87.0,25.0,732.0,14.0,108.5,4.5
2013-07-15,6,"95618, 95617, 95616",66.7,83.7,52.8,52.8,0.0,61.0,88.0,40.0,725.0,13.6,166.9,7.0
2013-07-16,6,"95618, 95617, 95616",64.8,79.6,50.7,52.2,0.0,64.0,88.0,42.0,738.0,13.3,177.2,7.4
2013-07-17,6,"95618, 95617, 95616",68.5,88.3,50.3,53.8,0.0,59.0,94.0,29.0,734.0,14.1,111.8,4.7
2013-07-18,6,"95618, 95617, 95616",72.1,93.4,52.0,54.0,0.0,53.0,91.0,21.0,731.0,14.2,100.8,4.2
2013-07-19,6,"95618, 95617, 95616",73.9,96.2,53.5,56.1,0.0,54.0,95.0,26.0,709.0,15.4,102.1,4.3
2013-07-20,6,"95618, 95617, 95616",74.4,94.7,56.5,57.1,0.0,55.0,87.0,30.0,678.0,15.9,116.3,4.8
2013-07-21,6,"95618, 95617, 95616",74.9,93.3,58.1,56.1,0.0,52.0,83.0,33.0,678.0,15.3,155.1,6.5
